X	Y	Z	number of the return	number of returns of given pulse	intensity	classification
680997.200	5239962.840	967.160	2	2	66	2
680997.390	5239962.590	967.180	1	1	94	2
680997.580	5239962.360	967.190	1	1	81	2
680997.770	5239962.100	967.330	1	1	72	3
680997.970	5239961.850	967.370	1	1	65	3
680998.100	5239961.690	967.200	1	1	81	2
680998.290	5239961.460	967.250	1	1	62	2
680998.460	5239961.230	967.290	1	1	88	2
680998.640	5239961.000	967.290	1	1	74	2
680998.810	5239960.790	967.230	1	1	82	2
680998.980	5239960.590	967.180	1	1	85	2
680999.140	5239960.390	967.140	1	1	87	2
680999.290	5239960.200	967.030	1	1	87	2
680999.450	5239960.010	966.980	1	1	98	2
680999.600	5239959.820	966.900	1	1	113	2
680999.760	5239959.630	966.830	1	1	104	2
680999.950	5239959.380	966.840	1	1	86	2
680967.170	5239999.760	973.550	1	1	107	2
680967.340	5239999.560	973.490	1	1	87	2
680967.540	5239999.300	973.560	1	1	87	2
680967.700	5239999.110	973.480	1	1	96	2
680967.910	5239998.840	973.510	1	1	97	2
680968.080	5239998.630	973.450	1	1	79	2
680968.230	5239998.430	973.370	1	1	91	2
680968.440	5239998.180	973.380	1	1	88	2
680968.600	5239997.990	973.300	1	1	100	2
680968.780	5239997.750	973.320	1	1	87	2
680968.940	5239997.550	973.260	1	1	74	2
680969.130	5239997.320	973.200	1	1	92	2
680969.320	5239997.070	973.210	1	1	78	2
680969.550	5239996.780	973.360	1	1	90	3
680969.690	5239996.610	973.190	1	1	57	2
680969.840	5239996.430	973.080	1	1	83	2
680970.030	5239996.180	973.120	1	1	78	2
680970.200	5239995.980	973.070	1	1	94	2
680970.400	5239995.720	973.070	1	1	74	2
680970.690	5239995.320	973.430	1	1	35	3
680970.850	5239995.130	973.350	1	1	59	3
680971.010	5239994.940	973.230	1	1	102	3
680971.120	5239994.820	973.000	1	1	116	2
680971.250	5239994.660	972.820	1	1	116	2
680971.410	5239994.470	972.730	1	1	106	2
680971.580	5239994.260	972.690	1	1	106	2
680971.790	5239994.000	972.700	1	1	89	2
680971.950	5239993.790	972.650	1	1	105	2
680972.140	5239993.560	972.610	1	1	100	2
680972.310	5239993.340	972.610	1	1	73	2
680972.470	5239993.140	972.520	1	1	101	2
680972.650	5239992.910	972.530	1	1	90	2
680972.820	5239992.710	972.440	1	1	132	2
680972.990	5239992.500	972.380	1	1	90	2
680973.240	5239992.170	972.590	1	1	53	3
680973.390	5239991.990	972.450	1	1	66	3
680973.510	5239991.850	972.260	1	1	120	2
680973.680	5239991.630	972.230	1	1	136	2
680973.860	5239991.410	972.220	1	1	104	2
680974.270	5239990.830	972.990	1	2	33	3
680974.050	5239991.160	972.220	2	2	48	2
680974.440	5239990.630	972.920	1	2	24	3
680974.220	5239990.950	972.160	2	2	75	2
680974.420	5239990.700	972.210	1	1	90	2
680974.580	5239990.500	972.110	1	1	86	2
680974.720	5239990.340	971.970	1	1	123	2
680974.900	5239990.120	971.950	1	1	118	2
680975.060	5239989.920	971.900	1	1	118	2
680975.240	5239989.680	971.850	1	1	118	2
680975.420	5239989.470	971.790	1	1	108	2
680975.590	5239989.240	971.790	1	1	124	2
680976.160	5239988.430	973.140	1	2	20	3
680975.770	5239989.030	971.740	2	2	52	2
680976.160	5239988.470	972.490	1	1	45	3
680976.290	5239988.330	972.310	1	1	48	3
680976.290	5239988.370	971.680	1	1	96	2
680976.440	5239988.190	971.540	1	1	82	2
680976.630	5239987.950	971.520	1	1	124	2
680976.780	5239987.770	971.440	1	1	98	2
680976.980	5239987.520	971.450	1	1	74	2
680977.180	5239987.260	971.540	1	1	69	2
680977.640	5239986.600	972.570	1	2	12	3
680977.360	5239987.040	971.540	2	2	61	2
680977.690	5239986.570	972.100	1	1	29	3
680977.750	5239986.540	971.600	1	1	49	3
680977.880	5239986.390	971.390	1	1	100	3
680978.020	5239986.210	971.290	1	1	102	2
680978.500	5239985.530	972.320	1	2	24	3
680978.200	5239985.990	971.240	2	2	52	2
680978.400	5239985.730	971.300	1	1	53	2
680978.550	5239985.550	971.200	1	1	106	2
680978.710	5239985.350	971.150	1	1	94	2
680978.910	5239985.090	971.170	1	1	100	2
680979.080	5239984.880	971.110	1	1	92	2
680979.240	5239984.680	971.050	1	1	98	2
680979.560	5239984.250	971.510	1	2	28	3
680979.420	5239984.460	971.000	2	2	39	2
680979.610	5239984.210	971.060	1	1	62	3
680979.740	5239984.080	970.850	1	1	120	2
680979.900	5239983.870	970.820	1	1	87	2
680980.100	5239983.620	970.850	1	1	103	2
680980.280	5239983.390	970.820	1	1	89	2
680980.420	5239983.220	970.660	1	1	84	2
680980.590	5239983.010	970.630	1	1	87	2
680980.750	5239982.820	970.530	1	1	87	2
680980.940	5239982.580	970.570	1	1	89	2
680981.100	5239982.380	970.500	1	1	101	2
680981.250	5239982.190	970.410	1	1	100	2
680981.430	5239981.970	970.340	1	1	96	2
680981.580	5239981.790	970.230	1	1	101	2
680981.750	5239981.570	970.210	1	1	91	2
680981.930	5239981.350	970.190	1	1	100	2
680982.110	5239981.120	970.220	1	1	67	2
680982.260	5239980.930	970.110	1	1	95	2
680982.430	5239980.720	970.070	1	1	101	2
680982.610	5239980.500	970.010	1	1	95	2
680982.810	5239980.250	970.080	1	1	97	2
680982.990	5239980.030	970.030	1	1	97	2
680983.170	5239979.790	970.100	1	1	102	2
680983.320	5239979.600	969.990	1	1	91	2
680983.690	5239979.090	970.710	1	1	21	3
680983.820	5239978.940	970.470	1	1	53	3
680983.910	5239978.850	970.160	1	1	66	3
680983.970	5239978.800	969.690	1	1	77	2
680984.140	5239978.590	969.630	1	1	114	2
680984.300	5239978.400	969.550	1	1	102	2
680984.450	5239978.210	969.490	1	1	138	2
680984.630	5239977.990	969.470	1	1	102	2
680984.790	5239977.780	969.390	1	1	121	2
680984.970	5239977.570	969.340	1	1	103	2
680985.130	5239977.370	969.290	1	1	106	2
680985.330	5239977.110	969.330	1	1	101	3
680985.470	5239976.950	969.180	1	1	88	2
680985.630	5239976.740	969.170	1	1	63	2
680985.790	5239976.550	969.070	1	1	85	2
680985.960	5239976.330	969.030	1	1	104	2
680986.140	5239976.110	968.980	1	1	104	2
680986.300	5239975.910	968.940	1	1	103	2
680986.470	5239975.700	968.890	1	1	91	2
680986.640	5239975.490	968.860	1	1	101	2
680986.810	5239975.270	968.850	1	1	90	2
680986.990	5239975.050	968.850	1	1	67	2
680987.160	5239974.840	968.790	1	1	58	2
680987.330	5239974.620	968.730	1	1	55	2
680987.490	5239974.430	968.660	1	1	79	2
680987.660	5239974.220	968.600	1	1	106	2
680987.820	5239974.010	968.570	1	1	95	2
680988.000	5239973.790	968.550	1	1	107	2
680988.150	5239973.610	968.490	1	1	116	2
680988.330	5239973.380	968.450	1	1	101	2
680988.530	5239973.120	968.510	1	1	93	2
680988.690	5239972.930	968.450	1	1	95	2
680988.870	5239972.690	968.440	1	1	94	2
680989.050	5239972.470	968.440	1	1	106	2
680989.210	5239972.280	968.380	1	1	95	2
680989.360	5239972.080	968.330	1	1	106	2
680989.540	5239971.870	968.270	1	1	98	2
680989.740	5239971.600	968.340	1	1	91	2
680989.880	5239971.430	968.210	1	1	75	2
680990.040	5239971.240	968.120	1	1	105	2
680990.210	5239971.030	968.080	1	1	78	2
680990.380	5239970.820	968.050	1	1	98	2
680990.540	5239970.620	968.010	1	1	95	2
680990.700	5239970.420	967.950	1	1	101	2
680990.900	5239970.170	967.970	1	1	104	2
680991.060	5239969.960	967.940	1	1	111	2
680991.230	5239969.760	967.860	1	1	86	2
680991.380	5239969.570	967.780	1	1	121	2
680991.560	5239969.350	967.770	1	1	105	2
680991.710	5239969.160	967.710	1	1	118	2
680991.880	5239968.950	967.670	1	1	111	2
680992.060	5239968.720	967.640	1	1	100	2
680992.230	5239968.510	967.610	1	1	100	2
680992.420	5239968.280	967.600	1	1	95	2
680992.570	5239968.080	967.590	1	1	94	2
680992.750	5239967.860	967.550	1	1	104	2
680992.910	5239967.660	967.510	1	1	87	2
680993.080	5239967.440	967.470	1	1	110	2
680993.260	5239967.210	967.470	1	1	90	2
680993.430	5239967.000	967.450	1	1	112	2
680993.620	5239966.760	967.460	1	1	104	2
680993.770	5239966.580	967.370	1	1	104	2
680993.950	5239966.350	967.410	1	1	92	2
680994.110	5239966.140	967.370	1	1	87	2
680994.300	5239965.910	967.370	1	1	89	2
680994.470	5239965.690	967.340	1	1	104	2
680994.630	5239965.500	967.260	1	1	110	2
680994.810	5239965.280	967.250	1	1	126	2
680995.000	5239965.030	967.330	1	1	85	2
680995.160	5239964.820	967.310	1	1	94	2
680995.340	5239964.590	967.340	1	1	91	2
680995.490	5239964.410	967.190	1	1	108	2
680995.660	5239964.200	967.140	1	1	106	2
680995.880	5239963.920	967.330	1	1	53	3
680996.020	5239963.750	967.170	1	1	74	2
680996.350	5239963.290	967.810	1	1	71	3
680996.390	5239963.270	967.270	1	1	110	3
680996.530	5239963.100	967.150	1	1	77	2
680996.730	5239962.860	967.190	1	1	104	2
680997.080	5239962.350	967.910	1	2	40	3
680996.950	5239962.560	967.360	2	2	41	3
680997.360	5239961.970	968.390	1	2	23	3
680997.090	5239962.380	967.260	2	2	74	2
680997.460	5239961.870	968.030	1	1	92	3
680997.480	5239961.880	967.390	1	1	82	2
680997.610	5239961.740	967.190	1	1	98	2
680997.800	5239961.480	967.330	1	1	61	2
680997.990	5239961.240	967.350	1	1	53	2
680998.200	5239960.980	967.420	1	1	79	2
680998.350	5239960.790	967.350	1	1	63	2
680998.520	5239960.570	967.320	1	1	90	2
680998.660	5239960.400	967.210	1	1	67	2
680998.840	5239960.180	967.210	1	1	65	2
680999.050	5239959.900	967.400	1	1	40	3
680999.180	5239959.750	967.170	1	1	65	2
680999.310	5239959.600	966.970	1	1	100	2
680999.450	5239959.430	966.820	1	1	104	2
680999.800	5239958.950	967.550	1	2	12	3
680999.620	5239959.220	966.800	2	2	89	2
680999.790	5239959.020	966.740	1	1	79	2
680999.970	5239958.770	966.840	1	1	104	2
680966.660	5239999.840	973.580	1	1	123	2
680966.820	5239999.640	973.530	1	1	132	2
680967.000	5239999.410	973.510	1	1	123	2
680967.200	5239999.160	973.520	1	1	102	2
680967.380	5239998.930	973.460	1	1	123	2
680967.540	5239998.730	973.420	1	1	119	2
680967.750	5239998.470	973.440	1	1	81	2
680967.910	5239998.270	973.370	1	1	78	2
680968.080	5239998.060	973.330	1	1	62	2
680968.270	5239997.820	973.360	1	1	74	2
680968.440	5239997.610	973.280	1	1	76	2
680968.630	5239997.370	973.270	1	1	82	2
680968.800	5239997.150	973.230	1	1	79	2
680969.020	5239996.860	973.340	1	1	89	2
680969.170	5239996.690	973.210	1	1	85	2
680969.370	5239996.430	973.270	1	1	89	3
680969.510	5239996.260	973.140	1	1	85	2
680969.680	5239996.060	973.040	1	1	94	2
680969.860	5239995.820	973.020	1	1	93	2
680970.050	5239995.580	973.030	1	1	82	2
680970.330	5239995.210	973.330	1	1	60	3
680970.500	5239995.000	973.300	1	1	104	3
680970.630	5239994.850	973.100	1	1	112	3
680970.740	5239994.730	972.860	1	1	124	2
680970.900	5239994.540	972.730	1	1	93	2
680971.080	5239994.300	972.730	1	1	89	2
680971.310	5239994.010	972.860	1	1	75	3
680971.490	5239993.780	972.850	1	1	51	3
680971.610	5239993.640	972.610	1	1	91	2
680971.780	5239993.430	972.600	1	1	114	2
680971.940	5239993.240	972.510	1	1	77	2
680972.140	5239992.990	972.530	1	1	144	2
680972.310	5239992.780	972.430	1	1	132	2
680972.460	5239992.590	972.370	1	1	121	2
680972.670	5239992.320	972.410	1	1	93	2
680972.820	5239992.140	972.290	1	1	125	2
680972.990	5239991.930	972.270	1	1	83	2
680973.150	5239991.720	972.230	1	1	113	2
680973.340	5239991.490	972.210	1	1	110	2
680973.570	5239991.180	972.330	1	1	69	3
680973.750	5239990.970	972.310	1	1	96	2
680973.910	5239990.780	972.200	1	1	70	2
680974.060	5239990.590	972.110	1	1	94	2
680974.230	5239990.380	972.050	1	1	91	2
680974.380	5239990.200	971.960	1	1	111	2
680974.560	5239989.970	971.920	1	1	124	2
680974.710	5239989.780	971.800	1	1	61	2
680974.960	5239989.460	972.000	1	1	65	3
680975.080	5239989.320	971.780	1	1	120	2
680975.230	5239989.140	971.690	1	1	105	2
680975.420	5239988.900	971.690	1	1	67	2
680975.600	5239988.670	971.710	1	1	88	2
680975.850	5239988.340	971.910	1	1	48	3
680975.990	5239988.170	971.760	1	1	77	3
680976.120	5239988.010	971.570	1	1	93	2
680976.290	5239987.800	971.510	1	1	85	2
680976.450	5239987.620	971.400	1	1	115	2
680976.630	5239987.380	971.450	1	1	106	2
680976.780	5239987.200	971.320	1	1	103	2
680977.020	5239986.890	971.500	1	1	71	2
680977.160	5239986.720	971.320	1	1	105	2
680977.340	5239986.490	971.360	1	1	79	2
680977.510	5239986.280	971.280	1	1	107	2
680977.680	5239986.070	971.220	1	1	101	2
680977.860	5239985.850	971.230	1	1	89	2
680978.030	5239985.630	971.220	1	1	95	2
680978.210	5239985.410	971.170	1	1	118	2
680978.400	5239985.170	971.140	1	1	91	2
680978.570	5239984.950	971.140	1	1	96	2
680978.730	5239984.760	971.020	1	1	106	2
680978.900	5239984.550	971.010	1	1	119	2
680979.040	5239984.380	970.870	1	1	128	2
680979.220	5239984.140	970.890	1	1	89	2
680979.410	5239983.920	970.860	1	1	87	2
680979.600	5239983.680	970.860	1	1	108	2
680979.750	5239983.490	970.760	1	1	96	2
680979.920	5239983.280	970.670	1	1	89	2
680980.070	5239983.090	970.620	1	1	90	2
680980.230	5239982.890	970.540	1	1	103	2
680980.400	5239982.690	970.520	1	1	84	2
680980.600	5239982.430	970.520	1	1	84	2
680980.760	5239982.240	970.450	1	1	78	2
680980.920	5239982.040	970.380	1	1	98	2
680981.080	5239981.840	970.290	1	1	119	2
680981.260	5239981.620	970.260	1	1	79	2
680981.410	5239981.430	970.190	1	1	100	2
680981.580	5239981.220	970.150	1	1	91	2
680981.760	5239980.990	970.140	1	1	75	2
680982.180	5239980.400	971.010	1	2	16	3
680981.930	5239980.780	970.060	2	2	49	2
680982.230	5239980.360	970.540	1	1	57	3
680982.310	5239980.300	970.130	1	1	54	3
680982.450	5239980.130	969.980	1	1	104	2
680982.630	5239979.900	970.010	1	1	96	2
680982.800	5239979.690	969.960	1	1	87	2
680982.960	5239979.500	969.850	1	1	108	2
680983.150	5239979.260	969.840	1	1	77	2
680983.400	5239978.920	970.160	1	1	47	3
680983.610	5239978.640	970.230	1	1	61	3
680983.700	5239978.560	969.910	1	1	78	3
680983.800	5239978.460	969.600	1	1	89	2
680983.960	5239978.250	969.570	1	1	84	2
680984.130	5239978.040	969.500	1	1	124	2
680984.310	5239977.820	969.450	1	1	120	2
680984.470	5239977.620	969.390	1	1	120	2
680984.640	5239977.410	969.340	1	1	133	2
680984.810	5239977.200	969.310	1	1	106	2
680984.990	5239976.960	969.340	1	1	91	2
680985.160	5239976.760	969.290	1	1	92	2
680985.310	5239976.580	969.170	1	1	86	2
680985.490	5239976.350	969.140	1	1	72	2
680985.650	5239976.140	969.080	1	1	91	2
680985.840	5239975.910	969.080	1	1	90	2
680985.990	5239975.720	969.010	1	1	88	2
680986.150	5239975.530	968.950	1	1	83	2
680986.310	5239975.330	968.860	1	1	100	2
680986.490	5239975.110	968.840	1	1	105	2
680986.660	5239974.890	968.790	1	1	106	2
680986.830	5239974.680	968.750	1	1	97	2
680987.000	5239974.470	968.700	1	1	103	2
680987.160	5239974.280	968.630	1	1	123	2
680987.320	5239974.080	968.600	1	1	107	2
680987.500	5239973.850	968.590	1	1	86	2
680987.680	5239973.620	968.590	1	1	115	2
680987.850	5239973.410	968.530	1	1	104	2
680988.020	5239973.200	968.510	1	1	100	2
680988.210	5239972.960	968.490	1	1	106	2
680988.370	5239972.760	968.460	1	1	77	2
680988.520	5239972.570	968.360	1	1	101	2
680988.700	5239972.340	968.430	1	1	92	2
680988.880	5239972.120	968.370	1	1	95	2
680989.060	5239971.900	968.320	1	1	88	2
680989.210	5239971.710	968.270	1	1	96	2
680989.390	5239971.490	968.230	1	1	86	2
680989.560	5239971.270	968.220	1	1	31	2
680989.770	5239971.000	968.350	1	1	39	3
680989.880	5239970.880	968.100	1	1	94	2
680990.050	5239970.660	968.060	1	1	101	2
680990.250	5239970.410	968.100	1	1	67	2
680990.410	5239970.210	968.040	1	1	92	2
680990.580	5239969.990	968.010	1	1	101	2
680990.740	5239969.800	967.950	1	1	113	2
680990.890	5239969.620	967.840	1	1	107	2
680991.100	5239969.330	968.000	1	1	42	3
680991.240	5239969.170	967.810	1	1	91	2
680991.420	5239968.950	967.800	1	1	116	2
680991.580	5239968.750	967.720	1	1	78	2
680991.770	5239968.510	967.750	1	1	90	2
680991.920	5239968.330	967.640	1	1	91	2
680992.080	5239968.130	967.610	1	1	84	2
680992.240	5239967.930	967.550	1	1	94	2
680992.410	5239967.710	967.530	1	1	92	2
680992.600	5239967.480	967.510	1	1	96	2
680992.760	5239967.290	967.470	1	1	102	2
680992.930	5239967.060	967.430	1	1	94	2
680993.090	5239966.860	967.390	1	1	114	2
680993.260	5239966.650	967.360	1	1	71	2
680993.430	5239966.440	967.350	1	1	94	2
680993.620	5239966.190	967.380	1	1	115	2
680993.800	5239965.970	967.350	1	1	77	2
680994.030	5239965.670	967.600	1	1	61	3
680994.200	5239965.450	967.540	1	1	84	3
680994.310	5239965.320	967.310	1	1	105	2
680994.470	5239965.130	967.220	1	1	89	2
680994.630	5239964.930	967.200	1	1	91	2
680994.830	5239964.670	967.250	1	1	77	2
680995.010	5239964.450	967.240	1	1	95	2
680995.180	5239964.240	967.190	1	1	88	2
680995.370	5239964.000	967.250	1	1	92	2
680995.520	5239963.800	967.170	1	1	78	2
680995.690	5239963.590	967.180	1	1	82	2
680995.880	5239963.350	967.230	1	1	81	2
680996.050	5239963.140	967.200	1	1	72	2
680996.250	5239962.880	967.250	1	1	70	2
680996.440	5239962.630	967.330	1	1	53	2
680996.830	5239962.080	968.200	1	2	40	3
680996.640	5239962.380	967.390	2	2	35	2
680996.870	5239962.070	967.670	1	1	60	3
680997.020	5239961.890	967.570	1	1	59	3
680997.140	5239961.750	967.350	1	1	113	2
680997.310	5239961.530	967.310	1	1	119	2
680997.490	5239961.310	967.310	1	1	107	2
680997.660	5239961.090	967.300	1	1	91	2
680997.840	5239960.880	967.250	1	1	73	2
680998.060	5239960.590	967.460	1	1	60	2
680998.170	5239960.450	967.250	1	1	67	2
680998.360	5239960.210	967.320	1	1	92	2
680998.550	5239959.970	967.330	1	1	102	2
680998.730	5239959.750	967.320	1	1	81	2
680998.970	5239959.410	967.670	1	1	78	3
680999.030	5239959.380	967.090	1	1	96	2
680999.180	5239959.200	967.010	1	1	84	2
680999.380	5239958.930	967.150	1	1	82	3
680999.540	5239958.730	967.130	1	1	90	3
680999.640	5239958.630	966.740	1	1	96	2
680999.830	5239958.390	966.800	1	1	85	2
680966.140	5239999.880	973.670	1	1	87	2
680966.310	5239999.680	973.610	1	1	112	2
680966.470	5239999.470	973.510	1	1	119	2
680966.650	5239999.250	973.450	1	1	96	2
680966.840	5239999.010	973.480	1	1	98	2
680967.040	5239998.760	973.510	1	1	92	2
680967.200	5239998.550	973.420	1	1	101	2
680967.370	5239998.350	973.350	1	1	87	2
680967.560	5239998.110	973.370	1	1	75	2
680967.730	5239997.890	973.330	1	1	95	2
680967.940	5239997.630	973.360	1	1	76	2
680968.140	5239997.380	973.400	1	1	100	2
680968.330	5239997.130	973.410	1	1	93	2
680968.470	5239996.960	973.290	1	1	91	2
680968.660	5239996.720	973.280	1	1	78	2
680968.870	5239996.450	973.390	1	1	106	3
680969.050	5239996.230	973.330	1	1	89	3
680969.210	5239996.030	973.260	1	1	89	3
680969.350	5239995.860	973.090	1	1	113	2
680969.510	5239995.670	972.950	1	1	126	2
680969.690	5239995.440	972.970	1	1	74	2
680969.880	5239995.200	973.000	1	1	113	2
680970.030	5239995.010	972.900	1	1	92	2
680970.220	5239994.780	972.870	1	1	91	2
680970.380	5239994.580	972.780	1	1	60	2
680970.550	5239994.380	972.720	1	1	130	2
680970.750	5239994.130	972.720	1	1	88	2
680970.900	5239993.930	972.640	1	1	119	2
680971.090	5239993.700	972.660	1	1	78	2
680971.250	5239993.490	972.620	1	1	95	2
680971.430	5239993.280	972.540	1	1	92	2
680971.610	5239993.050	972.490	1	1	89	2
680971.760	5239992.870	972.410	1	1	128	2
680971.940	5239992.640	972.360	1	1	121	2
680972.110	5239992.430	972.310	1	1	107	2
680972.270	5239992.230	972.260	1	1	123	2
680972.460	5239992.000	972.260	1	1	103	2
680972.660	5239991.730	972.310	1	1	103	2
680972.840	5239991.510	972.280	1	1	94	2
680973.000	5239991.320	972.190	1	1	96	2
680973.200	5239991.060	972.210	1	1	98	2
680973.340	5239990.890	972.100	1	1	100	2
680973.530	5239990.640	972.130	1	1	104	2
680973.690	5239990.460	972.040	1	1	92	2
680973.870	5239990.220	972.000	1	1	95	2
680974.030	5239990.030	971.900	1	1	97	2
680974.190	5239989.830	971.840	1	1	85	2
680974.370	5239989.610	971.780	1	1	118	2
680974.550	5239989.380	971.780	1	1	97	2
680974.720	5239989.170	971.760	1	1	91	2
680974.880	5239988.970	971.710	1	1	107	2
680975.060	5239988.750	971.640	1	1	115	2
680975.250	5239988.510	971.640	1	1	105	2
680975.410	5239988.310	971.600	1	1	89	2
680975.590	5239988.080	971.550	1	1	88	2
680975.810	5239987.790	971.690	1	1	108	3
680975.970	5239987.590	971.610	1	1	106	2
680976.110	5239987.420	971.500	1	1	87	2
680976.300	5239987.200	971.480	1	1	95	3
680976.460	5239987.000	971.350	1	1	92	2
680976.660	5239986.750	971.410	1	1	71	2
680976.810	5239986.560	971.310	1	1	87	2
680976.970	5239986.360	971.240	1	1	78	2
680977.160	5239986.130	971.250	1	1	97	2
680977.330	5239985.910	971.240	1	1	74	2
680977.500	5239985.700	971.180	1	1	97	2
680977.670	5239985.480	971.100	1	1	113	2
680977.850	5239985.270	971.070	1	1	92	2
680978.020	5239985.050	971.030	1	1	95	2
680978.200	5239984.830	971.040	1	1	102	2
680978.360	5239984.620	970.980	1	1	88	2
680978.540	5239984.390	970.980	1	1	82	2
680978.710	5239984.180	970.920	1	1	100	2
680978.880	5239983.970	970.850	1	1	84	2
680979.060	5239983.750	970.840	1	1	102	2
680979.260	5239983.500	970.850	1	1	98	2
680979.410	5239983.310	970.780	1	1	90	2
680979.560	5239983.120	970.710	1	1	91	2
680979.700	5239982.950	970.550	1	1	97	2
680979.890	5239982.710	970.560	1	1	82	2
680980.070	5239982.500	970.500	1	1	90	2
680980.210	5239982.320	970.400	1	1	119	2
680980.400	5239982.080	970.380	1	1	98	2
680980.560	5239981.890	970.310	1	1	89	2
680980.710	5239981.710	970.230	1	1	111	2
680980.900	5239981.470	970.250	1	1	104	2
680981.080	5239981.240	970.220	1	1	89	2
680981.250	5239981.040	970.140	1	1	87	2
680981.400	5239980.840	970.060	1	1	100	2
680981.580	5239980.620	970.020	1	1	125	2
680981.760	5239980.390	970.030	1	1	72	2
680981.930	5239980.180	970.010	1	1	102	2
680982.070	5239980.000	969.900	1	1	97	2
680982.260	5239979.770	969.870	1	1	95	2
680982.440	5239979.540	969.860	1	1	100	2
680982.600	5239979.340	969.800	1	1	105	2
680982.800	5239979.080	969.860	1	1	87	2
680982.970	5239978.870	969.820	1	1	105	2
680983.110	5239978.710	969.680	1	1	108	2
680983.270	5239978.510	969.640	1	1	86	2
680983.450	5239978.290	969.600	1	1	106	2
680983.630	5239978.060	969.540	1	1	100	2
680983.790	5239977.860	969.510	1	1	94	2
680983.970	5239977.640	969.450	1	1	95	2
680984.120	5239977.450	969.390	1	1	119	2
680984.290	5239977.240	969.370	1	1	89	2
680984.470	5239977.020	969.370	1	1	74	2
680984.630	5239976.820	969.250	1	1	94	2
680984.800	5239976.600	969.210	1	1	91	2
680984.960	5239976.420	969.130	1	1	95	2
680985.130	5239976.200	969.080	1	1	83	2
680985.320	5239975.960	969.100	1	1	95	2
680985.470	5239975.770	969.040	1	1	89	2
680985.640	5239975.560	969.010	1	1	93	2
680985.800	5239975.370	968.900	1	1	87	2
680985.980	5239975.140	968.870	1	1	98	2
680986.140	5239974.940	968.830	1	1	94	2
680986.310	5239974.720	968.780	1	1	97	2
680986.490	5239974.500	968.770	1	1	126	2
680986.650	5239974.300	968.720	1	1	101	2
680986.810	5239974.100	968.690	1	1	106	2
680986.980	5239973.890	968.600	1	1	96	2
680987.150	5239973.680	968.550	1	1	105	2
680987.330	5239973.460	968.540	1	1	98	2
680987.500	5239973.240	968.520	1	1	105	2
680987.680	5239973.020	968.510	1	1	98	2
680987.840	5239972.820	968.440	1	1	110	2
680988.010	5239972.600	968.450	1	1	86	2
680988.190	5239972.370	968.450	1	1	51	2
680988.400	5239972.110	968.500	1	1	38	2
680988.540	5239971.930	968.390	1	1	86	2
680988.710	5239971.730	968.310	1	1	96	2
680988.860	5239971.540	968.250	1	1	74	2
680989.040	5239971.320	968.240	1	1	83	2
680989.200	5239971.110	968.210	1	1	77	2
680989.380	5239970.890	968.180	1	1	87	2
680989.570	5239970.650	968.200	1	1	90	2
680989.730	5239970.450	968.120	1	1	101	2
680989.900	5239970.240	968.070	1	1	118	2
680990.050	5239970.050	968.000	1	1	92	2
680990.210	5239969.860	967.960	1	1	79	2
680990.390	5239969.630	967.940	1	1	94	2
680990.570	5239969.400	967.920	1	1	87	2
680990.730	5239969.210	967.820	1	1	93	2
680990.890	5239969.000	967.800	1	1	79	2
680991.060	5239968.790	967.730	1	1	104	2
680991.230	5239968.580	967.730	1	1	97	2
680991.400	5239968.370	967.710	1	1	70	2
680991.570	5239968.160	967.700	1	1	98	2
680991.740	5239967.940	967.640	1	1	77	2
680991.910	5239967.730	967.580	1	1	84	2
680992.070	5239967.530	967.540	1	1	93	2
680992.260	5239967.300	967.540	1	1	94	2
680992.420	5239967.090	967.480	1	1	106	2
680992.600	5239966.860	967.540	1	1	32	2
680992.750	5239966.680	967.420	1	1	90	2
680992.920	5239966.470	967.360	1	1	71	2
680993.110	5239966.220	967.390	1	1	101	2
680993.280	5239966.010	967.410	1	1	102	2
680993.450	5239965.800	967.330	1	1	87	2
680993.660	5239965.530	967.480	1	1	57	2
680993.870	5239965.250	967.650	1	1	63	3
680993.980	5239965.130	967.380	1	1	123	2
680994.140	5239964.930	967.300	1	1	97	2
680994.330	5239964.700	967.300	1	1	95	2
680994.480	5239964.510	967.230	1	1	94	2
680994.680	5239964.250	967.300	1	1	98	2
680995.130	5239963.590	968.470	1	2	21	3
680994.860	5239964.020	967.330	2	2	76	2
680995.040	5239963.780	967.380	1	1	124	2
680995.210	5239963.580	967.360	1	1	101	2
680995.350	5239963.410	967.210	1	1	105	2
680995.570	5239963.120	967.340	1	1	92	3
680995.920	5239962.630	968.070	1	1	38	3
680995.930	5239962.660	967.380	1	1	85	2
680996.130	5239962.390	967.490	1	1	71	2
680996.280	5239962.220	967.390	1	1	57	2
680996.610	5239961.750	968.070	1	2	27	3
680996.440	5239962.010	967.370	2	2	40	2
680996.640	5239961.760	967.430	1	1	79	2
680996.810	5239961.550	967.360	1	1	125	2
680996.970	5239961.350	967.340	1	1	106	2
680997.140	5239961.140	967.260	1	1	91	2
680997.310	5239960.920	967.280	1	1	78	2
680997.480	5239960.720	967.240	1	1	98	2
680997.640	5239960.520	967.210	1	1	79	2
680997.840	5239960.260	967.280	1	1	86	2
680998.060	5239959.970	967.440	1	1	108	2
680998.200	5239959.790	967.340	1	1	96	2
680998.370	5239959.580	967.300	1	1	102	2
680998.520	5239959.390	967.210	1	1	91	2
680998.660	5239959.230	967.080	1	1	98	2
680998.880	5239958.940	967.270	1	1	59	3
