X	Y	Z	number of the return	number of returns of given pulse	intensity	classification
680956.480	5239962.750	971.160	1	2	34	3
680956.110	5239963.340	969.710	2	2	31	2
680956.690	5239962.450	971.290	1	2	22	3
680956.300	5239963.080	969.740	2	2	45	2
680956.760	5239962.390	970.900	1	2	50	3
680956.440	5239962.910	969.640	2	2	20	2
680956.850	5239962.290	970.550	1	1	41	3
680956.990	5239962.110	970.440	1	1	48	3
680962.210	5239953.810	990.480	1	2	31	5
680957.160	5239961.880	970.440	2	2	26	3
680963.170	5239952.310	993.680	1	3	11	5
680962.310	5239953.690	990.260	2	3	28	5
680957.040	5239962.120	969.320	3	3	10	2
680957.260	5239961.800	969.500	1	1	77	2
680958.960	5239959.130	975.560	1	2	9	4
680957.420	5239961.610	969.390	2	2	87	2
680962.680	5239953.220	989.710	1	2	42	5
680962.290	5239953.860	988.140	2	2	12	5
680963.490	5239951.970	992.270	1	1	63	5
680962.730	5239953.240	988.570	1	1	55	5
680963.990	5239951.260	992.990	1	1	47	5
680963.860	5239951.500	991.820	1	1	71	5
680963.900	5239951.490	991.300	1	1	55	5
680964.040	5239951.300	991.200	1	1	50	5
680964.220	5239951.050	991.250	1	1	45	5
680964.270	5239951.020	990.770	1	3	14	5
680962.380	5239954.060	983.120	2	3	9	5
680961.590	5239955.320	979.930	3	3	15	5
680963.650	5239952.050	987.650	1	1	55	5
680964.480	5239950.760	990.360	1	1	68	5
680964.500	5239950.780	989.760	1	1	56	5
680964.440	5239950.920	988.810	1	1	48	5
680964.430	5239950.970	988.120	1	2	35	5
680963.980	5239951.690	986.300	2	2	27	5
680964.550	5239950.830	987.940	1	1	54	5
680964.570	5239950.840	987.300	1	2	20	5
680963.950	5239951.830	984.790	2	2	21	5
680963.920	5239951.920	984.010	1	1	33	5
680963.480	5239952.680	981.550	1	1	77	5
680963.580	5239952.540	981.330	1	2	30	5
680963.250	5239953.080	979.960	2	2	18	5
680964.900	5239950.490	985.980	1	2	43	5
680964.550	5239951.040	984.560	2	2	34	5
680965.050	5239950.290	985.900	1	1	61	5
680965.100	5239950.240	985.470	1	3	10	5
680964.290	5239951.550	982.130	2	3	23	5
680961.060	5239956.740	968.870	3	3	9	2
680968.070	5239945.520	996.940	1	3	9	5
680964.910	5239950.600	983.950	2	3	39	5
680964.320	5239951.550	981.520	3	3	10	5
680968.220	5239945.310	996.930	1	2	35	5
680965.080	5239950.370	983.980	2	2	21	5
680968.330	5239945.180	996.750	1	2	42	5
680967.330	5239946.800	992.610	2	2	16	5
680968.800	5239944.470	998.020	1	3	42	5
680968.460	5239945.010	996.630	2	3	11	5
680966.000	5239948.960	986.500	3	3	8	5
680969.070	5239944.080	998.460	1	1	32	5
680969.240	5239943.840	998.470	1	2	31	5
680965.960	5239949.120	984.900	2	2	17	5
680969.410	5239943.620	998.530	1	2	24	5
680969.160	5239944.020	997.510	2	2	25	5
680969.030	5239944.280	996.250	1	1	43	5
680969.070	5239944.250	995.750	1	2	33	5
680966.190	5239948.890	983.780	2	2	14	5
680969.580	5239943.470	997.230	1	1	67	5
680969.690	5239943.330	997.070	1	1	37	5
680969.410	5239943.820	995.200	1	1	46	5
680969.700	5239943.410	995.690	1	2	79	5
680968.130	5239945.930	989.140	2	2	9	5
680969.810	5239943.280	995.500	1	2	49	5
680969.420	5239943.900	993.870	2	2	15	5
680969.530	5239943.760	993.670	1	1	40	5
680969.960	5239943.110	994.790	1	2	21	5
680969.500	5239943.860	992.850	2	2	33	5
680970.120	5239942.900	994.790	1	1	66	5
680970.280	5239942.680	994.830	1	1	72	5
680970.420	5239942.500	994.720	1	1	54	5
680970.590	5239942.280	994.700	1	2	24	5
680969.670	5239943.750	990.850	2	2	20	5
680970.570	5239942.340	993.970	1	2	28	5
680969.430	5239944.190	989.130	2	2	14	5
680970.780	5239942.060	994.130	1	1	44	5
680970.950	5239941.810	994.250	1	2	24	5
680970.600	5239942.380	992.770	2	2	35	5
680970.750	5239942.180	992.700	1	1	59	5
680970.890	5239942.000	992.620	1	3	8	5
680969.840	5239943.700	988.160	2	3	16	5
680969.180	5239944.760	985.350	3	3	31	5
680969.910	5239943.620	987.770	1	1	38	5
680970.260	5239943.120	988.510	1	3	45	5
680969.800	5239943.850	986.570	2	3	14	5
680969.490	5239944.350	985.260	3	3	10	5
680970.370	5239942.980	988.290	1	1	57	5
680970.640	5239942.590	988.740	1	2	31	5
680970.520	5239942.770	988.250	2	2	31	5
680970.710	5239942.510	988.370	1	1	30	5
680971.140	5239941.850	989.570	1	3	18	5
680970.700	5239942.560	987.680	2	3	14	5
680970.540	5239942.830	986.970	3	3	44	5
680970.690	5239942.630	986.940	1	1	46	5
680971.500	5239941.360	989.720	1	2	22	5
680970.790	5239942.510	986.660	2	2	38	5
680971.730	5239941.050	989.940	1	3	16	5
680970.960	5239942.290	986.630	2	3	14	5
680970.680	5239942.730	985.460	3	3	14	5
680970.700	5239942.750	984.860	1	2	21	5
680970.310	5239943.380	983.180	2	2	24	5
680970.220	5239943.570	982.060	1	1	32	5
680970.290	5239943.500	981.660	1	1	50	5
680970.690	5239942.900	982.690	1	2	18	5
680970.400	5239943.370	981.450	2	2	25	5
680970.840	5239942.700	982.680	1	1	68	5
680971.010	5239942.470	982.670	1	1	52	5
680971.220	5239942.180	982.830	1	1	45	5
680971.360	5239942.000	982.740	1	1	65	5
680971.460	5239941.870	982.480	1	1	60	5
680971.610	5239941.680	982.420	1	1	72	5
680971.750	5239941.500	982.350	1	1	69	5
680971.900	5239941.310	982.270	1	1	63	5
680972.050	5239941.110	982.210	1	1	66	5
680972.190	5239940.920	982.100	1	1	61	5
680972.320	5239940.750	981.970	1	2	40	5
680971.740	5239941.690	979.440	2	2	14	5
680972.470	5239940.550	981.870	1	2	27	5
680971.850	5239941.560	979.140	2	2	19	5
680972.560	5239940.460	981.580	1	3	13	5
680971.950	5239941.460	978.870	2	3	26	5
680971.490	5239942.190	976.870	3	3	12	5
680972.740	5239940.210	981.670	1	1	47	5
680972.890	5239940.010	981.620	1	3	15	5
680971.460	5239942.340	975.280	2	3	40	4
680971.020	5239943.050	973.330	3	3	13	4
680971.600	5239942.150	975.160	1	2	62	4
680971.140	5239942.910	973.110	2	2	26	4
680972.150	5239941.310	976.840	1	4	9	5
680971.730	5239942.000	974.980	2	4	11	4
680971.270	5239942.750	972.930	3	4	45	4
680969.800	5239945.140	966.400	4	4	7	2
680972.530	5239940.740	977.810	1	3	22	5
680972.280	5239941.140	976.730	2	3	52	5
680971.860	5239941.820	974.860	3	3	23	4
680972.670	5239940.550	977.680	1	4	16	5
680972.430	5239940.950	976.600	2	4	26	5
680972.180	5239941.360	975.490	3	4	50	4
680971.470	5239942.510	972.330	4	4	11	4
680972.550	5239940.800	976.430	1	2	53	5
680972.190	5239941.390	974.800	2	2	25	4
680973.220	5239939.750	978.750	1	3	26	5
680972.950	5239940.180	977.540	2	3	42	5
680972.670	5239940.640	976.300	3	3	18	5
680973.330	5239939.620	978.510	1	1	53	5
680973.440	5239939.480	978.240	1	1	84	5
680973.700	5239939.120	978.610	1	1	77	5
680973.910	5239938.820	978.870	1	2	53	5
680973.640	5239939.260	977.650	2	2	19	5
680974.090	5239938.560	978.940	1	2	30	5
680973.800	5239939.040	977.640	2	2	78	5
680973.960	5239938.830	977.620	1	1	108	5
680974.310	5239938.300	978.460	1	1	56	5
680974.440	5239938.140	978.350	1	1	59	5
680974.630	5239937.870	978.460	1	1	48	5
680974.860	5239937.540	978.720	1	2	14	5
680974.590	5239937.990	977.470	2	2	70	5
680974.710	5239937.830	977.330	1	1	73	5
680974.860	5239937.640	977.240	1	1	88	5
680974.980	5239937.500	977.040	1	1	72	5
680975.240	5239937.120	977.490	1	2	57	5
680974.930	5239937.610	976.120	2	2	20	5
680975.420	5239936.860	977.630	1	3	20	5
680975.230	5239937.180	976.740	2	3	73	5
680975.040	5239937.490	975.870	3	3	54	5
680975.370	5239936.990	976.640	1	2	42	5
680975.170	5239937.310	975.750	2	2	32	5
680975.550	5239936.760	976.640	1	2	30	5
680975.280	5239937.200	975.410	2	2	49	5
680975.800	5239936.380	977.090	1	3	8	5
680975.630	5239936.670	976.280	2	3	51	5
680975.420	5239937.000	975.360	3	3	33	5
680975.600	5239936.760	975.380	1	1	72	5
680975.920	5239936.280	976.150	1	1	46	5
680976.010	5239936.180	975.810	1	2	47	5
680975.630	5239936.800	974.070	2	2	11	4
680976.170	5239935.960	975.830	1	2	55	5
680975.800	5239936.570	974.120	2	2	12	4
680975.920	5239936.430	973.870	1	3	11	4
680975.630	5239936.890	972.570	2	3	71	4
680975.280	5239937.480	970.930	3	3	14	4
680975.780	5239936.710	972.450	1	2	50	4
680974.210	5239939.280	965.180	2	2	16	2
680976.000	5239936.400	972.720	1	1	65	4
680976.520	5239935.590	974.360	1	3	14	5
680975.920	5239936.570	971.580	2	3	32	4
680974.550	5239938.830	965.190	3	3	18	3
680976.390	5239935.860	973.000	1	1	59	4
680976.500	5239935.710	972.820	1	1	54	4
680975.840	5239936.850	968.970	1	1	40	4
680976.690	5239935.510	972.130	1	1	24	4
680977.000	5239935.040	972.820	1	1	52	4
680976.730	5239935.530	970.820	1	2	18	4
680975.420	5239937.690	964.650	2	2	49	2
680976.910	5239935.290	970.810	1	2	54	4
680975.590	5239937.460	964.610	2	2	14	2
680977.010	5239935.170	970.550	1	1	42	4
680977.330	5239934.690	971.330	1	2	26	4
680977.110	5239935.050	970.280	2	2	35	4
680977.520	5239934.420	971.480	1	1	78	4
680977.920	5239933.820	972.560	1	2	40	4
680976.210	5239936.630	964.490	2	2	14	2
680978.000	5239933.730	972.160	1	4	14	4
680977.790	5239934.090	971.120	2	4	19	4
680977.200	5239935.070	968.330	3	4	14	4
680976.340	5239936.470	964.300	4	4	33	2
680978.150	5239933.540	972.090	1	3	25	4
680977.930	5239933.910	971.030	2	3	18	4
680976.520	5239936.230	964.340	3	3	8	2
680977.930	5239933.960	970.230	1	2	41	4
680976.660	5239936.050	964.200	2	2	36	2
680978.380	5239933.260	971.620	1	2	57	4
680976.800	5239935.870	964.090	2	2	52	2
680979.140	5239932.060	974.480	1	2	14	5
680978.490	5239933.120	971.410	2	2	39	4
680978.930	5239932.450	972.720	1	1	44	4
680979.290	5239931.910	973.650	1	2	24	5
680979.040	5239932.320	972.460	2	2	22	4
680979.420	5239931.750	973.440	1	2	21	5
680979.160	5239932.180	972.190	2	2	17	4
680979.520	5239931.630	973.170	1	2	20	5
680979.330	5239931.950	972.270	2	2	36	4
680979.430	5239931.820	971.950	1	1	62	4
680979.820	5239931.240	973.050	1	2	18	5
680979.520	5239931.730	971.620	2	2	30	4
680980.040	5239930.910	973.390	1	2	19	5
680979.770	5239931.360	972.090	2	2	21	4
680979.900	5239931.190	971.930	1	1	49	4
680979.870	5239931.290	970.970	1	1	55	4
680980.050	5239931.050	971.030	1	1	50	4
680980.270	5239930.740	971.320	1	1	48	4
680980.450	5239930.500	971.350	1	1	35	4
680980.210	5239930.950	969.430	1	1	61	4
680980.330	5239930.800	969.240	1	1	35	4
680980.520	5239930.530	969.400	1	2	28	4
680980.190	5239931.070	967.830	2	2	22	4
680980.570	5239930.500	968.810	1	2	28	4
680980.500	5239930.600	968.500	2	2	31	4
680980.760	5239930.230	968.940	1	1	49	4
680980.930	5239929.990	969.000	1	2	26	4
680980.530	5239930.670	967.010	2	2	25	4
680980.700	5239930.430	967.030	1	1	73	4
680980.850	5239930.240	966.950	1	3	23	4
680980.610	5239930.630	965.800	2	3	20	4
680980.030	5239931.590	962.970	3	3	45	2
680980.720	5239930.500	965.560	1	2	48	3
680980.170	5239931.420	962.840	2	2	33	2
680981.240	5239929.690	967.350	1	1	63	4
680981.330	5239929.590	966.950	1	2	17	4
680981.010	5239930.130	965.340	2	2	82	3
680981.510	5239929.350	966.960	1	3	38	4
680981.180	5239929.900	965.340	2	3	45	3
680980.650	5239930.780	962.720	3	3	20	2
680981.610	5239929.220	966.750	1	1	59	4
680981.760	5239929.040	966.610	1	2	79	4
680980.940	5239930.400	962.540	2	2	11	2
680981.870	5239928.900	966.370	1	1	65	4
680982.020	5239928.700	966.340	1	1	59	4
680982.260	5239928.360	966.750	1	2	28	4
680981.700	5239929.290	963.970	2	2	23	3
680982.670	5239927.730	967.930	1	2	29	4
680982.360	5239928.250	966.380	2	2	59	4
680982.870	5239927.440	968.100	1	1	62	4
680982.970	5239927.330	967.800	1	2	53	4
680982.550	5239928.030	965.680	2	2	28	4
680983.080	5239927.200	967.540	1	3	70	4
680982.660	5239927.900	965.440	2	3	21	4
680982.000	5239929.000	962.130	3	3	9	2
680983.230	5239927.000	967.500	1	3	14	4
680982.440	5239928.310	963.530	2	3	26	3
680982.170	5239928.760	962.160	3	3	63	2
680982.980	5239927.470	965.430	1	3	25	4
680982.590	5239928.120	963.470	2	3	20	3
680982.330	5239928.550	962.160	3	3	47	2
680983.160	5239927.220	965.520	1	2	24	4
680982.480	5239928.350	962.100	2	2	59	2
680983.290	5239927.060	965.340	1	2	54	4
680982.650	5239928.130	962.110	2	2	10	2
680983.650	5239926.510	966.300	1	2	26	4
680983.410	5239926.900	965.110	2	2	82	4
680983.810	5239926.290	966.330	1	3	43	4
680983.570	5239926.680	965.120	2	3	30	4
680982.960	5239927.710	962.020	3	3	11	2
680983.960	5239926.100	966.210	1	2	14	4
680983.750	5239926.460	965.130	2	2	36	4
680988.010	5239919.390	986.040	1	1	61	5
680988.060	5239919.360	985.470	1	2	24	5
680984.050	5239926.050	965.070	2	2	52	4
680988.580	5239918.540	987.360	1	1	53	5
680984.290	5239925.760	964.620	1	1	53	4
680988.770	5239918.330	986.680	1	2	16	5
680984.460	5239925.530	964.660	2	2	44	4
680988.900	5239918.160	986.550	1	1	51	5
680988.020	5239919.670	981.240	1	2	23	5
680987.390	5239920.730	977.990	2	2	18	5
680989.170	5239917.800	986.380	1	2	44	5
680987.510	5239920.590	977.810	2	2	13	5
680989.300	5239917.640	986.250	1	1	42	5
680988.680	5239918.720	982.280	1	1	98	5
680989.330	5239917.690	984.800	1	1	73	5
680989.450	5239917.550	984.550	1	1	29	5
680988.250	5239919.610	977.560	1	3	18	5
680987.760	5239920.420	975.050	2	3	21	5
680985.100	5239924.890	961.230	3	3	8	2
680989.280	5239917.930	982.050	1	1	82	5
680990.970	5239915.160	990.040	1	2	13	5
680989.660	5239917.350	983.240	2	2	41	5
680991.200	5239914.820	990.470	1	1	41	5
680991.310	5239914.680	990.290	1	1	45	5
680991.580	5239914.280	990.860	1	1	31	5
680991.680	5239914.160	990.550	1	2	12	5
680991.530	5239914.420	989.730	2	2	38	5
680991.660	5239914.260	989.610	1	2	10	5
680991.370	5239914.730	988.130	2	2	45	5
680991.880	5239913.930	989.990	1	1	71	5
680992.020	5239913.750	989.910	1	1	34	5
680991.940	5239913.940	988.690	1	2	29	5
680991.490	5239914.690	986.330	2	2	14	5
680992.050	5239913.800	988.480	1	3	19	5
680991.840	5239914.150	987.390	2	3	15	5
680991.600	5239914.550	986.130	3	3	16	5
680992.210	5239913.580	988.510	1	1	68	5
680992.330	5239913.430	988.320	1	1	36	5
680992.390	5239913.380	987.820	1	1	58	5
680992.520	5239913.220	987.650	1	1	57	5
680992.640	5239913.060	987.520	1	1	38	5
680992.710	5239913.000	987.090	1	1	52	5
680992.810	5239912.870	986.850	1	1	45	5
680992.910	5239912.760	986.490	1	3	11	5
680992.610	5239913.270	984.880	2	3	23	5
680991.930	5239914.420	981.220	3	3	38	5
680992.640	5239913.280	984.200	1	2	18	5
680991.330	5239915.480	977.180	2	2	20	5
680992.780	5239913.090	984.140	1	2	25	5
680991.670	5239914.960	978.170	2	2	10	5
680993.000	5239912.780	984.430	1	1	51	5
680993.160	5239912.560	984.510	1	1	93	5
680993.320	5239912.330	984.580	1	1	68	5
680993.650	5239911.830	985.550	1	2	16	5
680993.510	5239912.060	984.800	2	2	31	5
680993.710	5239911.790	984.980	1	2	34	5
680993.420	5239912.280	983.410	2	2	36	5
680993.910	5239911.500	985.230	1	2	37	5
680993.600	5239912.030	983.510	2	2	27	5
680994.100	5239911.240	985.390	1	3	8	5
680993.950	5239911.480	984.610	2	3	29	5
680993.770	5239911.790	983.620	3	3	33	5
680994.310	5239910.930	985.690	1	2	12	5
680994.080	5239911.330	984.440	2	2	27	5
680994.200	5239911.180	984.240	1	2	22	5
680994.000	5239911.520	983.150	2	2	25	5
680994.350	5239910.960	984.310	1	2	24	5
680994.160	5239911.290	983.250	2	2	29	5
680994.440	5239910.870	983.960	1	1	51	5
680994.330	5239911.110	982.470	1	1	33	5
680994.480	5239910.920	982.380	1	2	36	5
680994.140	5239911.500	980.520	2	2	46	5
680995.660	5239908.970	988.060	1	2	9	5
680994.270	5239911.330	980.420	2	2	43	5
680995.940	5239908.550	988.750	1	2	38	5
680995.710	5239908.940	987.480	2	2	13	5
680994.750	5239910.630	981.320	1	2	22	5
680990.750	5239917.410	959.250	2	2	14	2
680996.290	5239908.060	989.010	1	1	69	5
680995.800	5239908.940	985.530	1	2	19	5
680995.230	5239909.900	982.400	2	2	21	5
680996.910	5239907.120	990.770	1	2	18	5
680995.940	5239908.760	985.420	2	2	31	5
680997.000	5239907.010	990.410	1	1	37	5
680997.130	5239906.850	990.280	1	2	26	5
680995.140	5239910.240	979.180	2	2	8	5
680997.050	5239907.040	989.000	1	1	66	5
680997.170	5239906.890	988.820	1	1	48	5
680997.260	5239906.790	988.500	1	1	42	5
680997.720	5239906.050	990.250	1	2	10	5
680997.200	5239906.940	987.320	2	2	49	5
680997.530	5239906.430	988.320	1	2	12	5
680997.340	5239906.760	987.230	2	2	25	5
680997.850	5239905.960	989.180	1	1	66	5
680997.930	5239905.860	988.830	1	1	61	5
680997.710	5239906.290	986.700	1	2	24	5
680997.520	5239906.620	985.630	2	2	21	5
680997.670	5239906.420	985.650	1	2	55	5
680997.120	5239907.360	982.550	2	2	13	5
680997.560	5239906.670	984.140	1	1	48	5
680998.390	5239905.300	988.010	1	2	21	5
680997.860	5239906.200	985.040	2	2	46	5
680998.550	5239905.080	988.030	1	1	68	5
680998.590	5239905.070	987.410	1	1	65	5
680998.570	5239905.170	986.380	1	1	82	5
680998.680	5239905.040	986.110	1	1	69	5
680998.800	5239904.880	985.970	1	1	56	5
680998.940	5239904.690	985.970	1	2	16	5
680998.670	5239905.160	984.390	2	2	22	5
680998.620	5239905.300	983.230	1	2	39	5
680997.870	5239906.580	978.910	2	2	14	5
680998.770	5239905.100	983.160	1	2	34	5
680997.960	5239906.490	978.500	2	2	10	5
680998.880	5239904.960	982.930	1	2	45	5
680998.370	5239905.840	979.980	2	2	10	5
680998.530	5239905.630	980.010	1	2	76	5
680998.200	5239906.180	978.130	2	2	20	5
680999.560	5239903.920	985.040	1	2	30	5
680999.080	5239904.730	982.290	2	2	18	5
680999.580	5239903.930	984.310	1	2	13	5
680999.240	5239904.510	982.360	2	2	18	5
680999.770	5239903.670	984.560	1	2	11	5
680999.370	5239904.340	982.280	2	2	9	5
680999.870	5239903.540	984.310	1	2	11	5
680999.110	5239904.850	979.870	2	2	47	5
680999.550	5239904.150	981.500	1	3	22	5
680999.290	5239904.590	980.000	2	3	26	5
680995.630	5239910.880	958.640	3	3	9	2
680999.550	5239904.220	980.550	2	2	22	5
680999.690	5239904.020	980.550	2	2	12	5
680999.800	5239903.890	980.240	1	2	37	5
680996.100	5239910.250	958.550	2	2	20	2
680996.270	5239910.020	958.600	2	2	44	2
680928.060	5239999.850	976.740	1	1	85	2
680928.240	5239999.610	976.740	1	1	70	2
680928.430	5239999.360	976.720	1	1	68	2
680928.610	5239999.120	976.690	1	1	82	2
680928.790	5239998.880	976.670	1	1	67	2
680928.970	5239998.640	976.640	1	1	73	2
680929.140	5239998.410	976.620	1	1	76	2
680929.320	5239998.170	976.610	1	1	74	2
680929.500	5239997.930	976.620	1	1	76	2
680929.690	5239997.680	976.600	1	1	71	2
680930.160	5239996.980	977.530	1	2	15	3
680929.870	5239997.430	976.590	2	2	84	2
680930.490	5239996.510	977.990	1	2	33	3
680930.050	5239997.200	976.560	2	2	50	2
680930.240	5239996.930	976.590	1	1	70	2
680930.730	5239996.210	977.590	1	2	12	3
680930.440	5239996.660	976.640	2	2	63	2
680930.770	5239996.190	977.140	1	1	51	3
680930.760	5239996.250	976.500	1	1	79	2
680931.360	5239995.350	977.860	1	2	7	3
680930.920	5239996.030	976.430	2	2	88	2
680931.370	5239995.370	977.270	1	2	43	3
680931.090	5239995.800	976.370	2	2	45	2
680931.550	5239995.130	977.270	1	2	31	3
680931.250	5239995.600	976.290	2	2	36	2
680931.400	5239995.410	976.150	1	1	93	2
680931.560	5239995.190	976.120	1	1	111	2
680931.770	5239994.900	976.220	1	1	55	3
680931.940	5239994.680	976.170	1	1	72	3
680932.030	5239994.570	975.860	1	1	91	2
680932.210	5239994.330	975.830	1	1	97	2
680932.360	5239994.130	975.760	1	1	72	2
680932.540	5239993.900	975.690	1	1	86	2
680932.700	5239993.690	975.640	1	1	89	2
680932.860	5239993.480	975.580	1	1	83	2
680933.280	5239992.860	976.400	1	2	27	3
680933.010	5239993.270	975.520	2	2	36	2
680933.250	5239992.940	975.670	1	1	69	3
680933.370	5239992.800	975.410	1	1	74	2
680933.520	5239992.600	975.360	1	1	91	2
680933.740	5239992.300	975.440	1	1	75	2
680933.920	5239992.050	975.470	1	1	61	2
680934.120	5239991.780	975.540	1	1	81	2
680934.260	5239991.590	975.450	1	1	85	2
680934.480	5239991.290	975.520	1	1	53	3
680934.670	5239991.050	975.510	1	1	94	3
680934.790	5239990.900	975.310	1	1	93	2
680934.980	5239990.640	975.340	1	1	66	2
680935.160	5239990.390	975.340	1	1	59	3
680935.330	5239990.170	975.330	1	1	84	3
680935.480	5239989.980	975.210	1	1	62	3
680935.600	5239989.830	975.020	1	1	94	2
680935.760	5239989.610	974.930	1	1	94	2
680935.910	5239989.420	974.830	1	1	98	2
680936.060	5239989.230	974.700	1	1	103	2
680936.210	5239989.040	974.600	1	1	100	2
680936.360	5239988.830	974.540	1	1	114	2
680936.520	5239988.620	974.460	1	1	91	2
680936.690	5239988.400	974.410	1	1	82	2
680936.860	5239988.180	974.340	1	1	88	2
680937.020	5239987.970	974.290	1	1	81	2
680937.190	5239987.730	974.230	1	1	76	2
680937.350	5239987.520	974.210	1	1	69	2
680937.520	5239987.290	974.160	1	1	40	2
680937.700	5239987.060	974.160	1	1	75	2
680937.860	5239986.840	974.090	1	1	45	2
680938.040	5239986.600	974.090	1	1	68	2
680938.210	5239986.380	974.050	1	1	71	2
680938.430	5239986.080	974.140	1	1	72	2
680938.590	5239985.860	974.130	1	1	61	2
680938.760	5239985.640	974.080	1	1	56	2
680938.910	5239985.440	974.010	1	1	72	2
680939.320	5239984.840	974.770	1	2	8	3
680939.090	5239985.200	973.970	2	2	76	2
680939.430	5239984.700	974.520	1	1	62	3
680939.800	5239984.170	975.180	1	2	44	3
680939.460	5239984.700	974.020	2	2	35	2
680939.670	5239984.410	974.100	1	1	68	3
680939.760	5239984.300	973.790	1	1	87	2
680939.910	5239984.110	973.710	1	1	74	2
680940.070	5239983.890	973.680	1	1	68	2
680940.240	5239983.670	973.620	1	1	58	2
680946.860	5239973.360	996.030	1	2	20	5
680940.390	5239983.480	973.470	2	2	30	2
680946.960	5239973.230	995.820	1	2	33	5
680940.550	5239983.260	973.440	2	2	30	2
680947.280	5239972.780	996.320	1	2	21	5
680947.100	5239973.050	995.700	2	2	25	5
680947.410	5239972.610	996.180	1	2	47	5
680947.070	5239973.140	994.980	2	2	14	5
680947.000	5239973.290	994.170	1	1	34	5
680947.570	5239972.430	995.560	1	3	26	5
680947.140	5239973.100	994.060	2	3	9	5
680946.730	5239973.750	992.630	3	3	13	5
680947.690	5239972.280	995.400	1	2	29	5
680946.740	5239973.770	992.050	2	2	12	5
680947.580	5239972.490	994.370	1	1	63	5
680947.730	5239972.290	994.330	1	1	56	5
680947.830	5239972.170	994.030	1	1	62	5
680947.880	5239972.140	993.630	1	1	38	5
680947.850	5239972.220	992.930	1	1	43	5
680947.460	5239972.860	990.990	1	2	35	5
680946.300	5239974.700	986.850	2	2	10	5
680947.730	5239972.480	991.290	1	2	11	5
680947.540	5239972.780	990.620	2	2	28	5
680948.270	5239971.670	992.590	1	1	50	5
680948.110	5239971.970	991.410	1	2	15	5
680947.670	5239972.660	989.830	2	2	30	5
680948.560	5239971.310	992.350	1	2	22	5
680947.900	5239972.340	990.010	2	2	34	5
680948.770	5239971.010	992.540	1	1	41	5
680947.980	5239972.280	989.140	1	4	54	5
680947.240	5239973.450	986.480	2	4	17	5
680946.790	5239974.160	984.870	3	4	10	5
680946.260	5239974.990	983.000	4	4	11	5
680948.500	5239971.510	990.380	1	2	43	5
680948.130	5239972.080	989.090	2	2	17	5
680948.610	5239971.380	990.120	1	2	25	5
680948.310	5239971.850	989.050	2	2	26	5
680949.190	5239970.500	991.590	1	2	15	5
680948.400	5239971.750	988.740	2	2	30	5
680949.420	5239970.180	991.810	1	1	39	5
680949.600	5239969.950	991.810	1	1	48	5
680948.830	5239971.180	988.450	1	2	16	5
680947.900	5239972.640	985.110	2	2	10	5
680949.760	5239969.750	991.220	1	1	47	5
680949.830	5239969.680	990.880	1	2	29	5
680949.050	5239970.910	988.060	2	2	19	5
680949.250	5239970.640	988.130	1	2	34	5
680944.840	5239977.580	972.210	2	2	16	2
680949.350	5239970.520	987.850	1	3	34	5
680948.980	5239971.120	986.480	2	3	14	5
680944.990	5239977.380	972.100	3	3	10	2
680949.950	5239969.620	989.410	1	2	24	5
680949.470	5239970.370	987.670	2	2	21	5
680950.120	5239969.390	989.420	1	1	55	5
680950.220	5239969.280	989.130	1	1	44	5
680950.190	5239969.370	988.420	1	1	38	5
680949.740	5239970.100	986.190	1	2	39	5
680945.830	5239976.260	971.980	2	2	15	2
680950.030	5239969.700	986.600	1	2	38	5
680946.000	5239976.040	971.930	2	2	8	2
680950.370	5239969.190	987.190	1	2	45	5
680946.180	5239975.800	971.890	2	2	11	2
680950.470	5239969.080	986.930	1	2	30	5
680946.330	5239975.600	971.820	2	2	7	2
680950.330	5239969.330	985.800	1	1	40	5
680950.860	5239968.540	987.110	1	2	25	5
680950.770	5239968.670	986.800	2	2	26	5
680951.140	5239968.130	987.530	1	1	60	5
680951.160	5239968.140	987.010	1	1	48	5
680951.180	5239968.140	986.440	1	1	55	5
680951.290	5239968.030	986.150	1	1	47	5
680951.300	5239968.040	985.600	1	1	47	5
680951.280	5239968.120	984.850	1	3	25	5
680950.810	5239968.850	983.130	2	3	11	5
680947.910	5239973.440	972.410	3	3	36	3
680951.400	5239967.960	984.720	1	2	26	5
680947.920	5239973.460	971.850	2	2	55	2
680951.530	5239967.810	984.520	1	2	15	5
680948.050	5239973.290	971.680	2	2	65	2
680948.200	5239973.090	971.620	1	1	79	2
680948.380	5239972.860	971.580	1	1	107	2
680948.530	5239972.650	971.520	1	1	78	2
680951.020	5239968.780	980.080	1	2	23	4
680948.690	5239972.450	971.440	2	2	78	2
680951.160	5239968.590	979.960	1	2	49	4
680948.860	5239972.220	971.380	2	2	32	2
680951.320	5239968.370	979.920	1	2	40	4
680949.010	5239972.040	971.280	2	2	36	2
680949.160	5239971.830	971.260	1	1	97	2
680949.340	5239971.590	971.270	1	1	111	2
680951.280	5239968.560	977.850	1	2	14	4
680949.510	5239971.360	971.230	2	2	74	2
680951.440	5239968.360	977.760	1	2	22	4
680949.690	5239971.120	971.200	2	2	93	2
680951.570	5239968.190	977.630	1	2	46	4
680949.840	5239970.930	971.140	2	2	37	2
680951.690	5239968.030	977.420	1	2	32	4
680950.010	5239970.700	971.100	2	2	48	2
680952.440	5239966.890	979.580	1	2	28	4
680950.170	5239970.490	971.050	2	2	46	2
